step,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_9,community_10,community_12,community_13,community_14,community_15,community_16,community_17,community_19,community_23,community_31,community_34,community_35,community_39,community_41,community_45,community_48,community_49,community_51,community_52,community_53,community_60,community_61,community_66,community_76,community_81,community_82
239,0.0087,0.0023,0.0021,0.0153,0.0090,0.0192,0.0000,0.0010,0.0000,0.0057,0.0180,0.0006,0.0022,0.0022,0.0000,0.0006,0.0013,0.0000,0.0084,0.0114,0.0023,0.0001,0.0245,0.0017,0.0003,0.0005,0.0000,0.0019,0.0010,0.0002,0.0011,0.0088,0.0026,0.0023,0.0061
240,0.0088,0.0023,0.0021,0.0153,0.0090,0.0192,0.0000,0.0011,0.0000,0.0057,0.0183,0.0006,0.0022,0.0023,0.0000,0.0007,0.0013,0.0000,0.0086,0.0115,0.0023,0.0001,0.0246,0.0017,0.0003,0.0005,0.0000,0.0019,0.0011,0.0002,0.0011,0.0089,0.0026,0.0023,0.0061
241,0.0088,0.0022,0.0022,0.0154,0.0090,0.0192,0.0000,0.0011,0.0000,0.0057,0.0186,0.0007,0.0022,0.0023,0.0000,0.0007,0.0013,0.0000,0.0087,0.0117,0.0024,0.0001,0.0247,0.0017,0.0003,0.0005,0.0000,0.0020,0.0011,0.0002,0.0011,0.0090,0.0026,0.0023,0.0061
242,0.0088,0.0022,0.0022,0.0154,0.0090,0.0192,0.0000,0.0012,0.0000,0.0058,0.0189,0.0007,0.0022,0.0024,0.0000,0.0007,0.0013,0.0000,0.0089,0.0118,0.0024,0.0001,0.0247,0.0017,0.0003,0.0006,0.0000,0.0020,0.0011,0.0002,0.0012,0.0090,0.0026,0.0024,0.0061
243,0.0088,0.0022,0.0023,0.0154,0.0090,0.0192,0.0000,0.0012,0.0000,0.0058,0.0192,0.0007,0.0022,0.0024,0.0000,0.0008,0.0013,0.0000,0.0091,0.0119,0.0024,0.0001,0.0248,0.0017,0.0003,0.0006,0.0000,0.0020,0.0011,0.0002,0.0012,0.0091,0.0026,0.0024,0.0062
244,0.0088,0.0022,0.0023,0.0154,0.0090,0.0191,0.0000,0.0013,0.0000,0.0058,0.0195,0.0007,0.0023,0.0024,0.0000,0.0008,0.0013,0.0000,0.0092,0.0120,0.0025,0.0001,0.0249,0.0018,0.0003,0.0006,0.0000,0.0020,0.0012,0.0002,0.0012,0.0092,0.0026,0.0024,0.0062
245,0.0088,0.0022,0.0024,0.0155,0.0090,0.0191,0.0000,0.0013,0.0000,0.0058,0.0197,0.0007,0.0023,0.0025,0.0000,0.0008,0.0013,0.0000,0.0094,0.0122,0.0025,0.0001,0.0249,0.0018,0.0003,0.0006,0.0000,0.0020,0.0012,0.0002,0.0012,0.0092,0.0027,0.0025,0.0062
246,0.0089,0.0022,0.0024,0.0155,0.0090,0.0191,0.0000,0.0014,0.0000,0.0058,0.0200,0.0007,0.0023,0.0025,0.0000,0.0008,0.0014,0.0000,0.0096,0.0123,0.0025,0.0001,0.0250,0.0018,0.0003,0.0006,0.0000,0.0020,0.0012,0.0002,0.0012,0.0093,0.0027,0.0025,0.0062
247,0.0089,0.0022,0.0025,0.0155,0.0090,0.0191,0.0000,0.0014,0.0000,0.0059,0.0203,0.0008,0.0023,0.0026,0.0000,0.0009,0.0014,0.0000,0.0097,0.0124,0.0026,0.0001,0.0251,0.0018,0.0003,0.0006,0.0000,0.0020,0.0012,0.0002,0.0012,0.0094,0.0027,0.0025,0.0062
248,0.0089,0.0022,0.0025,0.0155,0.0089,0.0191,0.0000,0.0015,0.0000,0.0059,0.0205,0.0008,0.0023,0.0026,0.0000,0.0009,0.0014,0.0000,0.0099,0.0126,0.0026,0.0001,0.0251,0.0019,0.0003,0.0006,0.0000,0.0020,0.0012,0.0002,0.0012,0.0094,0.0027,0.0026,0.0062
249,0.0089,0.0022,0.0026,0.0156,0.0089,0.0191,0.0000,0.0015,0.0000,0.0059,0.0208,0.0008,0.0023,0.0027,0.0000,0.0010,0.0014,0.0001,0.0101,0.0127,0.0026,0.0001,0.0252,0.0019,0.0003,0.0006,0.0000,0.0020,0.0013,0.0002,0.0012,0.0095,0.0027,0.0026,0.0062
250,0.0089,0.0022,0.0026,0.0156,0.0089,0.0191,0.0000,0.0016,0.0000,0.0059,0.0210,0.0008,0.0023,0.0027,0.0000,0.0010,0.0014,0.0001,0.0103,0.0128,0.0027,0.0001,0.0252,0.0019,0.0003,0.0007,0.0000,0.0020,0.0013,0.0002,0.0013,0.0096,0.0027,0.0026,0.0062
251,0.0089,0.0022,0.0027,0.0156,0.0089,0.0191,0.0000,0.0017,0.0000,0.0060,0.0213,0.0008,0.0023,0.0028,0.0000,0.0010,0.0015,0.0001,0.0104,0.0130,0.0027,0.0001,0.0253,0.0019,0.0003,0.0007,0.0000,0.0020,0.0013,0.0002,0.0013,0.0096,0.0027,0.0027,0.0062
252,0.0089,0.0022,0.0027,0.0156,0.0089,0.0191,0.0000,0.0017,0.0000,0.0060,0.0215,0.0008,0.0023,0.0028,0.0000,0.0011,0.0015,0.0001,0.0106,0.0131,0.0028,0.0001,0.0253,0.0019,0.0003,0.0007,0.0000,0.0020,0.0013,0.0002,0.0013,0.0097,0.0027,0.0027,0.0062
253,0.0090,0.0022,0.0027,0.0156,0.0089,0.0191,0.0000,0.0018,0.0000,0.0060,0.0217,0.0009,0.0023,0.0029,0.0000,0.0011,0.0015,0.0001,0.0108,0.0132,0.0028,0.0001,0.0254,0.0020,0.0003,0.0007,0.0000,0.0020,0.0013,0.0002,0.0013,0.0098,0.0028,0.0027,0.0062
254,0.0090,0.0022,0.0028,0.0157,0.0089,0.0191,0.0000,0.0018,0.0000,0.0060,0.0220,0.0009,0.0023,0.0029,0.0000,0.0011,0.0015,0.0001,0.0110,0.0134,0.0028,0.0001,0.0254,0.0020,0.0003,0.0007,0.0000,0.0020,0.0014,0.0002,0.0013,0.0098,0.0028,0.0028,0.0062
255,0.0090,0.0022,0.0028,0.0157,0.0089,0.0191,0.0000,0.0019,0.0000,0.0060,0.0222,0.0009,0.0023,0.0030,0.0000,0.0012,0.0015,0.0001,0.0111,0.0135,0.0029,0.0001,0.0255,0.0020,0.0003,0.0007,0.0000,0.0021,0.0014,0.0002,0.0013,0.0099,0.0028,0.0028,0.0062
256,0.0090,0.0022,0.0029,0.0157,0.0089,0.0191,0.0000,0.0019,0.0000,0.0061,0.0224,0.0009,0.0023,0.0031,0.0000,0.0012,0.0016,0.0001,0.0113,0.0136,0.0029,0.0001,0.0255,0.0020,0.0003,0.0007,0.0000,0.0021,0.0014,0.0002,0.0013,0.0100,0.0028,0.0028,0.0062
257,0.0090,0.0022,0.0029,0.0157,0.0089,0.0191,0.0000,0.0020,0.0000,0.0061,0.0226,0.0009,0.0024,0.0031,0.0000,0.0013,0.0016,0.0001,0.0115,0.0138,0.0029,0.0001,0.0255,0.0021,0.0003,0.0008,0.0000,0.0021,0.0014,0.0002,0.0013,0.0100,0.0028,0.0029,0.0062
258,0.0090,0.0022,0.0030,0.0157,0.0089,0.0191,0.0000,0.0021,0.0000,0.0061,0.0228,0.0010,0.0024,0.0032,0.0000,0.0013,0.0016,0.0001,0.0117,0.0139,0.0030,0.0001,0.0256,0.0021,0.0003,0.0008,0.0000,0.0021,0.0015,0.0002,0.0014,0.0101,0.0028,0.0029,0.0062
259,0.0091,0.0022,0.0030,0.0157,0.0089,0.0191,0.0000,0.0021,0.0000,0.0061,0.0230,0.0010,0.0024,0.0032,0.0000,0.0013,0.0016,0.0001,0.0118,0.0140,0.0030,0.0001,0.0256,0.0021,0.0003,0.0008,0.0000,0.0021,0.0015,0.0002,0.0014,0.0102,0.0028,0.0029,0.0062
260,0.0091,0.0022,0.0031,0.0158,0.0089,0.0191,0.0000,0.0022,0.0000,0.0061,0.0232,0.0010,0.0024,0.0033,0.0000,0.0014,0.0016,0.0001,0.0120,0.0142,0.0030,0.0001,0.0257,0.0021,0.0003,0.0008,0.0000,0.0021,0.0015,0.0002,0.0014,0.0102,0.0028,0.0030,0.0062
261,0.0091,0.0022,0.0031,0.0158,0.0089,0.0191,0.0000,0.0022,0.0000,0.0061,0.0233,0.0010,0.0024,0.0033,0.0000,0.0014,0.0017,0.0001,0.0122,0.0143,0.0031,0.0001,0.0257,0.0022,0.0003,0.0008,0.0000,0.0021,0.0015,0.0002,0.0014,0.0103,0.0028,0.0030,0.0063
262,0.0091,0.0022,0.0032,0.0158,0.0089,0.0191,0.0000,0.0023,0.0000,0.0062,0.0235,0.0011,0.0024,0.0034,0.0000,0.0015,0.0017,0.0001,0.0124,0.0144,0.0031,0.0001,0.0257,0.0022,0.0003,0.0008,0.0000,0.0021,0.0016,0.0002,0.0014,0.0103,0.0029,0.0030,0.0063
263,0.0091,0.0022,0.0032,0.0158,0.0089,0.0191,0.0000,0.0024,0.0000,0.0062,0.0237,0.0011,0.0024,0.0034,0.0000,0.0015,0.0017,0.0001,0.0126,0.0146,0.0031,0.0001,0.0258,0.0022,0.0003,0.0008,0.0000,0.0021,0.0016,0.0003,0.0014,0.0104,0.0029,0.0031,0.0063
264,0.0091,0.0022,0.0033,0.0158,0.0089,0.0191,0.0000,0.0024,0.0000,0.0062,0.0238,0.0011,0.0024,0.0035,0.0000,0.0016,0.0017,0.0001,0.0127,0.0147,0.0032,0.0001,0.0258,0.0022,0.0003,0.0009,0.0000,0.0021,0.0016,0.0003,0.0014,0.0105,0.0029,0.0031,0.0063
265,0.0091,0.0022,0.0033,0.0158,0.0088,0.0191,0.0000,0.0025,0.0000,0.0062,0.0240,0.0011,0.0024,0.0036,0.0000,0.0016,0.0018,0.0001,0.0129,0.0148,0.0032,0.0001,0.0258,0.0023,0.0003,0.0009,0.0000,0.0021,0.0016,0.0003,0.0015,0.0105,0.0029,0.0031,0.0063
266,0.0092,0.0022,0.0033,0.0158,0.0088,0.0191,0.0000,0.0026,0.0000,0.0062,0.0241,0.0011,0.0024,0.0036,0.0000,0.0016,0.0018,0.0001,0.0131,0.0150,0.0033,0.0001,0.0258,0.0023,0.0003,0.0009,0.0000,0.0021,0.0017,0.0003,0.0015,0.0106,0.0029,0.0032,0.0063
267,0.0092,0.0022,0.0034,0.0159,0.0088,0.0191,0.0000,0.0026,0.0000,0.0063,0.0243,0.0012,0.0024,0.0037,0.0000,0.0017,0.0018,0.0001,0.0133,0.0151,0.0033,0.0001,0.0259,0.0023,0.0003,0.0009,0.0000,0.0021,0.0017,0.0003,0.0015,0.0107,0.0029,0.0032,0.0063
268,0.0092,0.0022,0.0034,0.0159,0.0088,0.0191,0.0000,0.0027,0.0000,0.0063,0.0244,0.0012,0.0024,0.0037,0.0000,0.0017,0.0018,0.0001,0.0134,0.0152,0.0033,0.0001,0.0259,0.0023,0.0003,0.0009,0.0000,0.0021,0.0017,0.0003,0.0015,0.0107,0.0029,0.0033,0.0063
269,0.0092,0.0022,0.0035,0.0159,0.0088,0.0191,0.0000,0.0028,0.0000,0.0063,0.0245,0.0012,0.0024,0.0038,0.0000,0.0018,0.0019,0.0001,0.0136,0.0154,0.0034,0.0001,0.0259,0.0024,0.0003,0.0009,0.0000,0.0021,0.0017,0.0003,0.0015,0.0108,0.0029,0.0033,0.0063
270,0.0092,0.0022,0.0035,0.0159,0.0088,0.0191,0.0000,0.0028,0.0000,0.0063,0.0246,0.0013,0.0024,0.0038,0.0000,0.0018,0.0019,0.0001,0.0138,0.0155,0.0034,0.0001,0.0259,0.0024,0.0003,0.0010,0.0000,0.0021,0.0018,0.0003,0.0015,0.0108,0.0029,0.0033,0.0063
271,0.0092,0.0022,0.0036,0.0159,0.0088,0.0191,0.0000,0.0029,0.0000,0.0063,0.0248,0.0013,0.0024,0.0039,0.0000,0.0019,0.0019,0.0001,0.0140,0.0156,0.0035,0.0001,0.0260,0.0024,0.0003,0.0010,0.0000,0.0021,0.0018,0.0003,0.0015,0.0109,0.0029,0.0034,0.0063
272,0.0093,0.0022,0.0036,0.0159,0.0088,0.0191,0.0000,0.0030,0.0000,0.0064,0.0249,0.0013,0.0024,0.0040,0.0000,0.0019,0.0019,0.0001,0.0141,0.0157,0.0035,0.0001,0.0260,0.0024,0.0003,0.0010,0.0000,0.0021,0.0018,0.0003,0.0016,0.0110,0.0029,0.0034,0.0063
273,0.0093,0.0022,0.0036,0.0159,0.0088,0.0191,0.0000,0.0031,0.0000,0.0064,0.0250,0.0013,0.0024,0.0040,0.0000,0.0020,0.0020,0.0001,0.0143,0.0159,0.0035,0.0001,0.0260,0.0025,0.0003,0.0010,0.0000,0.0021,0.0018,0.0003,0.0016,0.0110,0.0030,0.0034,0.0063
274,0.0093,0.0022,0.0037,0.0159,0.0088,0.0191,0.0000,0.0031,0.0000,0.0064,0.0251,0.0014,0.0024,0.0041,0.0000,0.0020,0.0020,0.0001,0.0145,0.0160,0.0036,0.0001,0.0260,0.0025,0.0003,0.0010,0.0000,0.0021,0.0019,0.0003,0.0016,0.0111,0.0030,0.0035,0.0063
275,0.0093,0.0022,0.0037,0.0159,0.0088,0.0191,0.0000,0.0032,0.0000,0.0064,0.0252,0.0014,0.0024,0.0042,0.0000,0.0021,0.0020,0.0001,0.0147,0.0161,0.0036,0.0001,0.0260,0.0025,0.0003,0.0010,0.0000,0.0021,0.0019,0.0003,0.0016,0.0111,0.0030,0.0035,0.0063
276,0.0093,0.0022,0.0038,0.0160,0.0088,0.0191,0.0000,0.0033,0.0000,0.0064,0.0253,0.0014,0.0024,0.0042,0.0000,0.0021,0.0020,0.0001,0.0148,0.0162,0.0036,0.0001,0.0261,0.0025,0.0003,0.0011,0.0000,0.0021,0.0019,0.0003,0.0016,0.0112,0.0030,0.0036,0.0063
277,0.0093,0.0022,0.0038,0.0160,0.0088,0.0191,0.0000,0.0033,0.0000,0.0065,0.0254,0.0015,0.0024,0.0043,0.0000,0.0022,0.0021,0.0002,0.0150,0.0164,0.0037,0.0001,0.0261,0.0026,0.0003,0.0011,0.0000,0.0022,0.0019,0.0003,0.0016,0.0113,0.0030,0.0036,0.0063
278,0.0093,0.0022,0.0038,0.0160,0.0088,0.0191,0.0000,0.0034,0.0000,0.0065,0.0255,0.0015,0.0024,0.0043,0.0000,0.0022,0.0021,0.0002,0.0152,0.0165,0.0037,0.0001,0.0261,0.0026,0.0003,0.0011,0.0000,0.0022,0.0020,0.0003,0.0016,0.0113,0.0030,0.0036,0.0064
279,0.0094,0.0022,0.0039,0.0160,0.0088,0.0191,0.0000,0.0035,0.0000,0.0065,0.0256,0.0015,0.0024,0.0044,0.0000,0.0023,0.0021,0.0002,0.0153,0.0166,0.0038,0.0001,0.0261,0.0026,0.0003,0.0011,0.0000,0.0022,0.0020,0.0003,0.0016,0.0114,0.0030,0.0037,0.0064
280,0.0094,0.0022,0.0039,0.0160,0.0088,0.0191,0.0000,0.0036,0.0000,0.0065,0.0256,0.0015,0.0024,0.0045,0.0000,0.0023,0.0021,0.0002,0.0155,0.0167,0.0038,0.0001,0.0261,0.0026,0.0003,0.0011,0.0000,0.0022,0.0020,0.0003,0.0017,0.0114,0.0030,0.0037,0.0064
281,0.0094,0.0022,0.0040,0.0160,0.0088,0.0191,0.0000,0.0036,0.0000,0.0065,0.0257,0.0016,0.0024,0.0045,0.0000,0.0024,0.0022,0.0002,0.0157,0.0168,0.0038,0.0001,0.0261,0.0027,0.0003,0.0011,0.0000,0.0022,0.0020,0.0003,0.0017,0.0115,0.0030,0.0038,0.0064
282,0.0094,0.0022,0.0040,0.0160,0.0088,0.0191,0.0000,0.0037,0.0000,0.0066,0.0258,0.0016,0.0024,0.0046,0.0000,0.0024,0.0022,0.0002,0.0158,0.0170,0.0039,0.0001,0.0262,0.0027,0.0003,0.0012,0.0000,0.0022,0.0021,0.0003,0.0017,0.0115,0.0030,0.0038,0.0064
283,0.0094,0.0022,0.0040,0.0160,0.0088,0.0191,0.0000,0.0038,0.0000,0.0066,0.0259,0.0016,0.0024,0.0047,0.0000,0.0025,0.0022,0.0002,0.0160,0.0171,0.0039,0.0001,0.0262,0.0027,0.0003,0.0012,0.0000,0.0022,0.0021,0.0003,0.0017,0.0116,0.0030,0.0039,0.0064
284,0.0094,0.0022,0.0041,0.0160,0.0088,0.0191,0.0000,0.0039,0.0000,0.0066,0.0259,0.0017,0.0024,0.0047,0.0000,0.0025,0.0022,0.0002,0.0161,0.0172,0.0040,0.0001,0.0262,0.0028,0.0003,0.0012,0.0000,0.0022,0.0021,0.0003,0.0017,0.0116,0.0030,0.0039,0.0064
285,0.0095,0.0022,0.0041,0.0160,0.0088,0.0191,0.0000,0.0039,0.0000,0.0066,0.0260,0.0017,0.0024,0.0048,0.0000,0.0026,0.0023,0.0002,0.0163,0.0173,0.0040,0.0001,0.0262,0.0028,0.0003,0.0012,0.0000,0.0022,0.0022,0.0003,0.0017,0.0117,0.0030,0.0039,0.0064
286,0.0095,0.0022,0.0041,0.0160,0.0088,0.0191,0.0000,0.0040,0.0000,0.0066,0.0261,0.0018,0.0024,0.0049,0.0000,0.0026,0.0023,0.0002,0.0165,0.0174,0.0041,0.0001,0.0262,0.0028,0.0003,0.0012,0.0000,0.0022,0.0022,0.0004,0.0017,0.0117,0.0030,0.0040,0.0064
287,0.0095,0.0022,0.0042,0.0160,0.0088,0.0191,0.0000,0.0041,0.0000,0.0066,0.0261,0.0018,0.0024,0.0049,0.0000,0.0027,0.0023,0.0002,0.0166,0.0175,0.0041,0.0001,0.0262,0.0028,0.0003,0.0013,0.0000,0.0022,0.0022,0.0004,0.0018,0.0118,0.0031,0.0040,0.0064
288,0.0095,0.0022,0.0042,0.0161,0.0088,0.0191,0.0000,0.0042,0.0000,0.0067,0.0262,0.0018,0.0024,0.0050,0.0000,0.0027,0.0024,0.0002,0.0168,0.0176,0.0041,0.0001,0.0262,0.0029,0.0003,0.0013,0.0000,0.0022,0.0022,0.0004,0.0018,0.0118,0.0031,0.0041,0.0064
289,0.0095,0.0022,0.0042,0.0161,0.0088,0.0191,0.0000,0.0043,0.0000,0.0067,0.0262,0.0019,0.0024,0.0050,0.0000,0.0028,0.0024,0.0002,0.0169,0.0177,0.0042,0.0001,0.0262,0.0029,0.0003,0.0013,0.0000,0.0022,0.0023,0.0004,0.0018,0.0119,0.0031,0.0041,0.0064
290,0.0095,0.0022,0.0043,0.0161,0.0088,0.0191,0.0000,0.0043,0.0000,0.0067,0.0263,0.0019,0.0024,0.0051,0.0000,0.0028,0.0024,0.0002,0.0171,0.0178,0.0042,0.0001,0.0262,0.0029,0.0003,0.0013,0.0000,0.0022,0.0023,0.0004,0.0018,0.0119,0.0031,0.0042,0.0064
291,0.0096,0.0022,0.0043,0.0161,0.0088,0.0191,0.0000,0.0044,0.0000,0.0067,0.0263,0.0019,0.0024,0.0052,0.0000,0.0029,0.0024,0.0002,0.0172,0.0179,0.0043,0.0001,0.0262,0.0029,0.0003,0.0013,0.0000,0.0022,0.0023,0.0004,0.0018,0.0120,0.0031,0.0042,0.0064
292,0.0096,0.0022,0.0043,0.0161,0.0088,0.0191,0.0000,0.0045,0.0000,0.0067,0.0264,0.0020,0.0024,0.0052,0.0000,0.0029,0.0025,0.0002,0.0174,0.0181,0.0043,0.0001,0.0263,0.0030,0.0003,0.0013,0.0000,0.0022,0.0024,0.0004,0.0018,0.0120,0.0031,0.0042,0.0064
293,0.0096,0.0022,0.0044,0.0161,0.0088,0.0191,0.0000,0.0046,0.0000,0.0068,0.0264,0.0020,0.0024,0.0053,0.0000,0.0030,0.0025,0.0002,0.0175,0.0182,0.0044,0.0001,0.0263,0.0030,0.0003,0.0014,0.0000,0.0022,0.0024,0.0004,0.0019,0.0121,0.0031,0.0043,0.0064
294,0.0096,0.0022,0.0044,0.0161,0.0088,0.0191,0.0000,0.0047,0.0000,0.0068,0.0265,0.0021,0.0024,0.0054,0.0000,0.0030,0.0025,0.0002,0.0176,0.0183,0.0044,0.0001,0.0263,0.0030,0.0003,0.0014,0.0000,0.0022,0.0024,0.0004,0.0019,0.0121,0.0031,0.0043,0.0064
295,0.0096,0.0022,0.0044,0.0161,0.0088,0.0191,0.0000,0.0047,0.0000,0.0068,0.0265,0.0021,0.0024,0.0054,0.0000,0.0031,0.0026,0.0003,0.0178,0.0184,0.0044,0.0001,0.0263,0.0030,0.0003,0.0014,0.0000,0.0022,0.0024,0.0004,0.0019,0.0122,0.0031,0.0044,0.0065
296,0.0096,0.0022,0.0045,0.0161,0.0088,0.0191,0.0000,0.0048,0.0000,0.0068,0.0266,0.0021,0.0024,0.0055,0.0000,0.0031,0.0026,0.0003,0.0179,0.0185,0.0045,0.0001,0.0263,0.0031,0.0003,0.0014,0.0000,0.0022,0.0025,0.0004,0.0019,0.0122,0.0031,0.0044,0.0065
297,0.0096,0.0022,0.0045,0.0161,0.0088,0.0191,0.0000,0.0049,0.0000,0.0068,0.0266,0.0022,0.0024,0.0056,0.0000,0.0032,0.0026,0.0003,0.0181,0.0186,0.0045,0.0001,0.0263,0.0031,0.0003,0.0014,0.0000,0.0022,0.0025,0.0004,0.0019,0.0122,0.0031,0.0045,0.0065
298,0.0097,0.0022,0.0045,0.0161,0.0088,0.0191,0.0000,0.0050,0.0000,0.0068,0.0266,0.0022,0.0024,0.0056,0.0000,0.0033,0.0026,0.0003,0.0182,0.0186,0.0046,0.0002,0.0263,0.0031,0.0003,0.0014,0.0000,0.0022,0.0025,0.0004,0.0019,0.0123,0.0031,0.0045,0.0065
299,0.0097,0.0022,0.0045,0.0161,0.0088,0.0191,0.0000,0.0051,0.0000,0.0069,0.0267,0.0023,0.0024,0.0057,0.0000,0.0033,0.0027,0.0003,0.0183,0.0187,0.0046,0.0002,0.0263,0.0032,0.0003,0.0015,0.0000,0.0022,0.0026,0.0004,0.0019,0.0123,0.0031,0.0046,0.0065
